nodes,Ultimate-fixpoint,Ultimate-all,pasttel,label,Stem Size,Loop Size,Total Size Trace,Algo,Total-NonTerminate
1561,"3,54","3,54",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,54"
1562,"4,22","4,22",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,22"
1563,"5,64","5,64",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,64"
1564,"3,71","3,71",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,71"
1565,"3,6","3,6",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,6"
1566,"5,88","5,88",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,88"
1567,"3,61","3,61",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,61"
1568,"4,82","4,82",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,82"
1569,"3,59","3,59",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,59"
1570,"3,48","3,48",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,48"
1571,"4,55","4,55",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,55"
1572,"6,63","6,63",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"6,63"
1573,"4,94","4,94",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,94"
1574,"8,05","8,05",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"8,05"
1575,"4,07","4,07",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,07"
1576,"5,01","5,01",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,01"
1577,"4,65","4,65",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,65"
1578,"4,2","4,2",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,2"
1579,"3,23","3,23",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,23"
1580,"3,99","3,99",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,99"
1581,"3,64","3,64",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,64"
1582,"6,03","6,03",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,03"
1583,"6,67","6,67",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,67"
1584,"8,62","8,62",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"8,62"
1585,"3,27","3,27",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,27"
1586,"2,4","2,4",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,4"
1587,"2,93","2,93",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,93"
1588,"3,62","3,62",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,62"
1589,"3,04","3,04",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,04"
1590,"2,89","2,89",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,89"
1591,"3,67","3,67",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,67"
1592,"3,57","3,57",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,57"
1593,"4,01","4,01",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,01"
1594,"3,89","3,89",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,89"
1595,"6,29","6,29",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,29"
1596,"5,07","5,07",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,07"
1597,"4,99","4,99",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,99"
1598,"6,44","6,44",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,44"
1599,"6,28","6,28",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,28"
1600,"3,21","3,21",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,21"
1601,"4,28","4,28",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,28"
1602,"4,9","4,9",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,9"
1603,"3,73","3,73",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,73"
1604,"3,89","3,89",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,89"
1605,"6,34","6,34",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,34"
1606,"4,06","4,06",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,06"
1607,"4,2","4,2",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,2"
1608,"4,35","4,35",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,35"
1609,"3,91","3,91",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,91"
1610,"3,51","3,51",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,51"
1611,"5,19","5,19",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,19"
1612,"3,81","3,81",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,81"
1613,"4,24","4,24",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,24"
1614,"3,58","3,58",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,58"
1615,"2,84","2,84",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,84"
1616,"3,02","3,02",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,02"
1617,"3,11","3,11",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,11"
1618,"3,48","3,48",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,48"
1619,"3,4","3,4",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,4"
1620,"3,95","3,95",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,95"
1621,"3,82","3,82",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,82"
1622,"3,05","3,05",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,05"
1623,"3,73","3,73",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,73"
1624,"4,2","4,2",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,2"
1625,"4,79","4,79",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,79"
1626,"3,72","3,72",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,72"
1627,"4,16","4,16",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,16"
1628,"4,64","4,64",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"4,64"
1629,"3,21","3,21",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,21"
1630,"3,65","3,65",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,65"
1631,"4,71","4,71",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,71"
1632,"3,9","3,9",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,9"
1633,"4,09","4,09",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,09"
1634,"22,96","22,96",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"22,96"
1635,"3,95","3,95",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,95"
1636,"4,64","4,64",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,64"
1637,"3,44","3,44",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,44"
1638,"2,08","2,08",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,08"
1639,"4,27","4,27",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,27"
1640,"3,2","3,2",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,2"
1641,"4,57","4,57",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,57"
1642,"5,06","5,06",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,06"
1643,"6,89","6,89",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,89"
1644,"4,75","4,75",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,75"
1645,"3,39","3,39",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,39"
1646,"6,06","6,06",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,06"
1647,"5,27","5,27",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,27"
1648,"4,52","4,52",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,52"
1649,"4,13","4,13",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,13"
1650,"3,26","3,26",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,26"
1651,"3,4","3,4",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,4"
1652,"3,54","3,54",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,54"
1653,"3,33","3,33",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,33"
1654,"2,87","2,87",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,87"
1655,"5,59","5,59",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,59"
1656,"3,56","3,56",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,56"
1657,"4,69","4,69",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,69"
1658,"4,53","4,53",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,53"
1659,"2,6","2,6",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,6"
1660,"3,08","3,08",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,08"
1661,"3,33","3,33",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,33"
1662,3,3,2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,3
1663,"3,76","3,76",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,76"
1664,"4,8","4,8",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,8"
1665,"3,19","3,19",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,19"
1666,"3,67","3,67",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,67"
1667,"2,9","2,9",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,9"
1668,"3,2","3,2",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,2"
1669,"2,9","2,9",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,9"
1670,"3,46","3,46",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,46"
1671,"4,62","4,62",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,62"
1672,"3,39","3,39",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,39"
1673,"6,65","6,65",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,65"
1674,"2,94","2,94",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,94"
1675,"5,82","5,82",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,82"
1676,"3,67","3,67",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,67"
1677,"4,14","4,14",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,14"
1678,"3,58","3,58",3,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,58"
1679,"4,33","4,33",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,33"
1680,"3,92","3,92",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,92"
1681,"3,25","3,25",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,25"
1682,"2,88","2,88",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,88"
1683,"5,24","5,24",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,24"
1684,"4,48","4,48",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,48"
1685,"3,2","3,2",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,2"
1686,"3,22","3,22",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,22"
1687,"3,77","3,77",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,77"
1688,"2,92","2,92",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,92"
1689,"3,88","3,88",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,88"
1690,"3,24","3,24",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,24"
1691,"3,27","3,27",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,27"
1692,"2,72","2,72",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,72"
1693,"3,05","3,05",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,05"
1694,"3,19","3,19",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,19"
1695,"3,22","3,22",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,22"
1696,"4,22","4,22",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,22"
1697,"3,82","3,82",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,82"
1698,"3,32","3,32",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,32"
1699,"3,32","3,32",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,32"
1700,"3,61","3,61",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,61"
1701,"3,18","3,18",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,18"
1702,"2,92","2,92",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,92"
1703,"3,96","3,96",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,96"
1704,"2,9","2,9",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,9"
1705,"4,56","4,56",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,56"
1706,"3,38","3,38",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,38"
1707,"3,64","3,64",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,64"
1708,"3,92","3,92",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,92"
1709,"2,99","2,99",2,NONTERMINATING,4,1,5,Fixpoint / Fixpoint,"2,99"
1710,"4,51","4,51",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"4,51"
1711,"3,71","3,71",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,71"
1712,"4,38","4,38",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,38"
1713,"3,43","3,43",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,43"
1714,"3,1","3,1",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,1"
1715,"3,57","3,57",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,57"
1716,"2,81","2,81",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,81"
1717,"3,45","3,45",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,45"
1718,"3,25","3,25",1,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,25"
1719,"1,69","1,69",4,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"1,69"
1720,"3,21","3,21",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,21"
1721,"2,85","2,85",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"2,85"
1722,"6,26","6,26",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"6,26"
1723,"3,79","3,79",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,79"
1724,"3,07","3,07",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,07"
1725,"3,28","3,28",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,28"
1726,"3,04","3,04",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,04"
1727,"5,36","5,36",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,36"
1728,"5,65","5,65",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,65"
1729,"3,1","3,1",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,1"
1730,"3,36","3,36",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,36"
1731,"2,91","2,91",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,91"
1732,"3,33","3,33",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,33"
1733,"3,05","3,05",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,05"
1734,"4,47","4,47",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"4,47"
1735,"4,29","4,29",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,29"
1736,"8,08","8,08",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"8,08"
1737,"3,01","3,01",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,01"
1738,"3,17","3,17",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,17"
1739,"3,76","3,76",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,76"
1740,"3,07","3,07",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,07"
1741,"3,86","3,86",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,86"
1742,"2,8","2,8",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"2,8"
1743,"3,02","3,02",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,02"
1744,"3,32","3,32",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,32"
1745,"4,35","4,35",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,35"
1746,"3,4","3,4",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,4"
1747,"3,03","3,03",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,03"
1748,"3,75","3,75",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,75"
1749,"2,93","2,93",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,93"
1750,"2,95","2,95",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"2,95"
1751,"3,36","3,36",1,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,36"
1752,"5,95","5,95",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,95"
1753,"3,27","3,27",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,27"
1754,"3,4","3,4",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,4"
1755,"2,73","2,73",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,73"
1756,"3,49","3,49",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,49"
1757,"4,67","4,67",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,67"
1758,"3,45","3,45",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,45"
1759,"3,85","3,85",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,85"
1760,"4,41","4,41",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,41"
1761,"5,17","5,17",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,17"
1762,"5,37","5,37",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,37"
1763,"4,43","4,43",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,43"
1764,"4,09","4,09",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,09"
1765,"2,66","2,66",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"2,66"
1766,"5,62","5,62",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,62"
1767,"4,28","4,28",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,28"
1768,"4,77","4,77",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,77"
1769,"4,32","4,32",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,32"
1770,"4,55","4,55",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,55"
1771,"12,31","12,31",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"12,31"
1772,"5,71","5,71",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,71"
1773,"4,02","4,02",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,02"
1774,"3,99","3,99",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,99"
1775,"3,18","3,18",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,18"
1776,"3,46","3,46",2,NONTERMINATING,4,1,5,Fixpoint / Fixpoint,"3,46"
1777,"4,3","4,3",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"4,3"
1778,"3,64","3,64",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,64"
1779,"5,23","5,23",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"5,23"
1780,"1,83","1,83",3,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"1,83"
1781,"4,69","4,69",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,69"
1782,"3,14","3,14",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,14"
1783,"3,95","3,95",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,95"
1784,"4,18","4,18",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,18"
1785,"4,24","4,24",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,24"
1786,"4,33","4,33",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,33"
1787,"3,67","3,67",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,67"
1788,"8,94","8,94",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"8,94"
1789,"5,24","5,24",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,24"
1790,"4,27","4,27",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,27"
1791,"3,93","3,93",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,93"
1792,"5,38","5,38",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,38"
1793,"4,1","4,1",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,1"
1794,"4,25","4,25",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,25"
1795,"11,35","11,35",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"11,35"
1796,"6,5","6,5",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,5"
1797,"4,09","4,09",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,09"
1798,"4,02","4,02",1,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,02"
1799,"4,11","4,11",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,11"
1800,"4,52","4,52",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,52"
1801,"3,23","3,23",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,23"
1802,"7,88","7,88",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"7,88"
1803,"3,72","3,72",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,72"
1804,"8,04","8,04",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"8,04"
1805,"4,26","4,26",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,26"
1806,"6,88","6,88",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,88"
1807,"3,15","3,15",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,15"
1808,"5,14","5,14",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,14"
1809,"3,9","3,9",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"3,9"
1810,"4,42","4,42",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,42"
1811,"4,31","4,31",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,31"
1812,"5,46","5,46",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,46"
1813,"4,81","4,81",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,81"
1814,"4,09","4,09",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,09"
1815,"4,31","4,31",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,31"
1816,"4,53","4,53",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,53"
1817,"5,26","5,26",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"5,26"
1818,"3,38","3,38",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,38"
1819,"3,16","3,16",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,16"
1820,"7,37","7,37",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"7,37"
1821,"3,14","3,14",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,14"
1822,"4,36","4,36",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,36"
1823,"5,39","5,39",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,39"
1824,"2,45","2,45",5,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,45"
1825,"12,53","12,53",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"12,53"
1826,"2,22","2,22",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,22"
1827,"3,7","3,7",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,7"
1828,"1,92","1,92",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"1,92"
1829,"4,19","4,19",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,19"
1830,"4,56","4,56",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,56"
1831,"2,77","2,77",3,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"2,77"
1832,"2,96","2,96",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"2,96"
1833,"3,36","3,36",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,36"
1834,"6,71","6,71",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"6,71"
1835,"4,47","4,47",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,47"
1836,"3,03","3,03",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,03"
1837,"4,33","4,33",3,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"4,33"
1838,"5,1","5,1",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"5,1"
1839,"12,85","12,85",2,NONTERMINATING,1,1,2,Fixpoint / Fixpoint,"12,85"
1840,"3,03","3,03",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,03"
1841,"4,31","4,31",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"4,31"
1842,"3,1","3,1",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,1"
1843,"3,97","3,97",2,NONTERMINATING,3,1,4,Fixpoint / Fixpoint,"3,97"
1844,"3,45","3,45",2,NONTERMINATING,2,1,3,Fixpoint / Fixpoint,"3,45"
