Trace Name,Result Code,Ultimate-Fixpoint (ms),Ultimate (ms),pasttel (ms),PaSTTeL Status,Stem Size,Loop Size,Total Size Trace,Algo
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_BradleyMannaSipma-2005ICALP-Fig1-alloca_unknown-termination.c/lasso_trace_1.txt,NONTERMINATING,3.92,3.92,3.00,NONTERMINATING,10,9,19,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_BradleyMannaSipma-CAV2005-Fig1-modified_false-termination.c/lasso_trace_1.txt,NONTERMINATING,3.09,3.09,1.00,NONTERMINATING,6,1,7,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_bs.t2.c/lasso_trace_1.txt,NONTERMINATING,3.07,3.07,1.00,NONTERMINATING,40,25,65,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_bug06_IsEmptyHeuristic.c/lasso_trace_3.txt,NONTERMINATING,0.96,0.96,1.00,NONTERMINATING,8,14,22,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_bug07_IsEmptyHeuristic.c/lasso_trace_1.txt,NONTERMINATING,1.80,54.37,3.00,NONTERMINATING,6,3,9,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_bug08_IsEmptyHeuristic.c/lasso_trace_1.txt,NONTERMINATING,1.79,44.08,1.00,NONTERMINATING,6,3,9,GNTA / GNTA
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_bug-FalseStemFeasible.c/lasso_trace_3.txt,NONTERMINATING,1.78,1.78,1.00,NONTERMINATING,7,1,8,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_bug-IndexOutOfBounds.c/lasso_trace_2.txt,NONTERMINATING,1.84,1.84,2.00,NONTERMINATING,6,2,8,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_BugInterproceduralSequentialComposition_Berlin.c/lasso_trace_1.txt,NONTERMINATING,3.47,3.47,5.00,NONTERMINATING,6,1,7,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_BugInterproceduralSequentialComposition_SouthTyrol-minimized.c/lasso_trace_1.txt,NONTERMINATING,2.92,2.92,1.00,NONTERMINATING,4,1,5,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_c.05.c/lasso_trace_1.txt,NONTERMINATING,3.03,3.03,1.00,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
CP26_BENCHMARK_FINAL/BENCHMARK_SIMPLE_C_BPL/NON_TERM_LASSO//lasso_traces_c.10.c/lasso_trace_1.txt,NONTERMINATING,3.32,3.32,1.00,NONTERMINATING,1,1,2,Fixpoint / Fixpoint
